Season,Round,Team,Opp,Result,Series,Best_Player,Best_VORP,Second_Player,Second_VORP,Carry_Delta,Opp_Best_Player,Opp_Best_VORP,Team_SRS,Opp_SRS,SRS_Delta
2006,Eastern Conf First Round,NJN,IND,W,4-2,Vince Carter*,1.3,Richard Jefferson,0.7,0.6,Anthony Johnson,0.4,1.11,1.62,-0.51
2006,Eastern Conf First Round,IND,NJN,L,2-4,Anthony Johnson,0.4,Danny Granger,0.3,0.1,Vince Carter*,1.3,1.62,1.11,0.51
2006,Western Conf First Round,DAL,MEM,W,4-0,Dirk Nowitzki*,2.8,Josh Howard,0.9,1.9,Pau Gasol*,0.2,5.96,3.74,2.22
2006,Western Conf First Round,MEM,DAL,L,0-4,Pau Gasol*,0.2,Eddie Jones,0.2,0.0,Dirk Nowitzki*,2.8,3.74,5.96,-2.22
2006,Western Conf First Round,LAC,DEN,W,4-1,Elton Brand,1.2,Sam Cassell,0.4,0.8,Greg Buckner,0.2,1.75,0.36,1.39
2006,Western Conf First Round,DEN,LAC,L,1-4,Greg Buckner,0.2,Marcus Camby,0.2,0.0,Elton Brand,1.2,0.36,1.75,-1.39
2006,Western Conf First Round,PHO,LAL,W,4-3,Shawn Marion,1.2,Steve Nash*,1.1,0.1,Lamar Odom,0.4,5.48,2.53,2.95
2006,Western Conf First Round,LAL,PHO,L,3-4,Lamar Odom,0.4,Kobe Bryant*,0.3,0.1,Shawn Marion,1.2,2.53,5.48,-2.95
2006,Western Conf First Round,SAS,SAC,W,4-2,Tim Duncan*,1.3,Manu GinÃ³bili*,0.6,0.7,Bonzi Wells,0.4,6.69,1.61,5.08
2006,Western Conf First Round,SAC,SAS,L,2-4,Bonzi Wells,0.4,Kevin Martin,0.2,0.2,Tim Duncan*,1.3,1.61,6.69,-5.08
2006,Eastern Conf Semifinals,DET,CLE,W,4-3,Tayshaun Prince,1.2,Chauncey Billups*,1.1,0.1,LeBron James,1.4,6.24,2.17,4.07
2006,Eastern Conf Semifinals,CLE,DET,L,3-4,LeBron James,1.4,Donyell Marshall,0.4,1.0,Tayshaun Prince,1.2,2.17,6.24,-4.07
2006,Eastern Conf Semifinals,MIA,NJN,W,4-1,Dwyane Wade*,2.7,James Posey,0.7,2.0,Vince Carter*,1.3,3.59,1.11,2.48
2006,Eastern Conf Semifinals,NJN,MIA,L,1-4,Vince Carter*,1.3,Richard Jefferson,0.7,0.6,Dwyane Wade*,2.7,1.11,3.59,-2.48
2006,Western Conf Semifinals,DAL,SAS,W,4-3,Dirk Nowitzki*,2.8,Josh Howard,0.9,1.9,Tim Duncan*,1.3,5.96,6.69,-0.73
2006,Western Conf Semifinals,SAS,DAL,L,3-4,Tim Duncan*,1.3,Manu GinÃ³bili*,0.6,0.7,Dirk Nowitzki*,2.8,6.69,5.96,0.73
2006,Western Conf Semifinals,PHO,LAC,W,4-3,Shawn Marion,1.2,Steve Nash*,1.1,0.1,Elton Brand,1.2,5.48,1.75,3.73
2006,Western Conf Semifinals,LAC,PHO,L,3-4,Elton Brand,1.2,Sam Cassell,0.4,0.8,Shawn Marion,1.2,1.75,5.48,-3.73
2006,Eastern Conf Finals,MIA,DET,W,4-2,Dwyane Wade*,2.7,James Posey,0.7,2.0,Tayshaun Prince,1.2,3.59,6.24,-2.65
2006,Eastern Conf Finals,DET,MIA,L,2-4,Tayshaun Prince,1.2,Chauncey Billups*,1.1,0.1,Dwyane Wade*,2.7,6.24,3.59,2.65
2006,Western Conf Finals,DAL,PHO,W,4-2,Dirk Nowitzki*,2.8,Josh Howard,0.9,1.9,Shawn Marion,1.2,5.96,5.48,0.48
2006,Western Conf Finals,PHO,DAL,L,2-4,Shawn Marion,1.2,Steve Nash*,1.1,0.1,Dirk Nowitzki*,2.8,5.48,5.96,-0.48
2006,Finals,MIA,DAL,W,4-2,Dwyane Wade*,2.7,James Posey,0.7,2.0,Dirk Nowitzki*,2.8,3.59,5.96,-2.37
2006,Finals,DAL,MIA,L,2-4,Dirk Nowitzki*,2.8,Josh Howard,0.9,1.9,Dwyane Wade*,2.7,5.96,3.59,2.37
2005,Eastern Conf First Round,DET,PHI,W,4-1,Chauncey Billups*,2.0,Ben Wallace*,1.2,0.8,Allen Iverson*,0.5,3.31,-1.07,4.38
2005,Eastern Conf First Round,PHI,DET,L,1-4,Allen Iverson*,0.5,Andre Iguodala,0.3,0.2,Chauncey Billups*,2.0,-1.07,3.31,-4.38
2005,Eastern Conf First Round,IND,BOS,W,4-3,Stephen Jackson,0.5,Jeff Foster,0.4,0.1,Paul Pierce*,0.9,0.49,0.35,0.14
2005,Eastern Conf First Round,BOS,IND,L,3-4,Paul Pierce*,0.9,Al Jefferson,0.1,0.8,Stephen Jackson,0.5,0.35,0.49,-0.14
2005,Eastern Conf First Round,MIA,NJN,W,4-0,Dwyane Wade*,1.1,Damon Jones,0.7,0.4,Vince Carter*,0.3,5.77,-1.82,7.59
2005,Eastern Conf First Round,NJN,MIA,L,0-4,Vince Carter*,0.3,Jason Kidd*,0.3,0.0,Dwyane Wade*,1.1,-1.82,5.77,-7.59
2005,Eastern Conf First Round,WAS,CHI,W,4-2,Gilbert Arenas,0.4,Brendan Haywood,0.4,0.0,Kirk Hinrich,0.5,-0.71,0.65,-1.36
2005,Eastern Conf First Round,CHI,WAS,L,2-4,Kirk Hinrich,0.5,Tyson Chandler,0.2,0.3,Gilbert Arenas,0.4,0.65,-0.71,1.36
2005,Western Conf First Round,DAL,HOU,W,4-3,Dirk Nowitzki*,0.8,Jason Terry,0.8,0.0,Tracy McGrady*,0.9,5.86,4.27,1.59
2005,Western Conf First Round,HOU,DAL,L,3-4,Tracy McGrady*,0.9,Yao Ming*,0.4,0.5,Dirk Nowitzki*,0.8,4.27,5.86,-1.59
2005,Western Conf First Round,PHO,MEM,W,4-0,Steve Nash*,1.0,Amar'e Stoudemire,1.0,0.0,Jason Williams,0.2,7.08,2.64,4.44
2005,Western Conf First Round,MEM,PHO,L,0-4,Jason Williams,0.2,Pau Gasol*,0.1,0.1,Steve Nash*,1.0,2.64,7.08,-4.44
2005,Western Conf First Round,SAS,DEN,W,4-1,Manu GinÃ³bili*,2.2,Tim Duncan*,1.6,0.6,Andre Miller,0.3,7.84,2.23,5.61
2005,Western Conf First Round,DEN,SAS,L,1-4,Andre Miller,0.3,Marcus Camby,0.2,0.1,Manu GinÃ³bili*,2.2,2.23,7.84,-5.61
2005,Western Conf First Round,SEA,SAC,W,4-1,Ray Allen*,1.0,Antonio Daniels,0.7,0.3,Peja StojakoviÄ,0.3,2.59,2.56,0.03
2005,Western Conf First Round,SAC,SEA,L,1-4,Peja StojakoviÄ,0.3,Mike Bibby,0.1,0.2,Ray Allen*,1.0,2.56,2.59,-0.03
2005,Eastern Conf Semifinals,DET,IND,W,4-2,Chauncey Billups*,2.0,Ben Wallace*,1.2,0.8,Stephen Jackson,0.5,3.31,0.49,2.82
2005,Eastern Conf Semifinals,IND,DET,L,2-4,Stephen Jackson,0.5,Jeff Foster,0.4,0.1,Chauncey Billups*,2.0,0.49,3.31,-2.82
2005,Eastern Conf Semifinals,MIA,WAS,W,4-0,Dwyane Wade*,1.1,Damon Jones,0.7,0.4,Gilbert Arenas,0.4,5.77,-0.71,6.48
2005,Eastern Conf Semifinals,WAS,MIA,L,0-4,Gilbert Arenas,0.4,Brendan Haywood,0.4,0.0,Dwyane Wade*,1.1,-0.71,5.77,-6.48
2005,Western Conf Semifinals,PHO,DAL,W,4-2,Steve Nash*,1.0,Amar'e Stoudemire,1.0,0.0,Dirk Nowitzki*,0.8,7.08,5.86,1.22
2005,Western Conf Semifinals,DAL,PHO,L,2-4,Dirk Nowitzki*,0.8,Jason Terry,0.8,0.0,Steve Nash*,1.0,5.86,7.08,-1.22
2005,Western Conf Semifinals,SAS,SEA,W,4-2,Manu GinÃ³bili*,2.2,Tim Duncan*,1.6,0.6,Ray Allen*,1.0,7.84,2.59,5.25
2005,Western Conf Semifinals,SEA,SAS,L,2-4,Ray Allen*,1.0,Antonio Daniels,0.7,0.3,Manu GinÃ³bili*,2.2,2.59,7.84,-5.25
2005,Eastern Conf Finals,DET,MIA,W,4-3,Chauncey Billups*,2.0,Ben Wallace*,1.2,0.8,Dwyane Wade*,1.1,3.31,5.77,-2.46
2005,Eastern Conf Finals,MIA,DET,L,3-4,Dwyane Wade*,1.1,Damon Jones,0.7,0.4,Chauncey Billups*,2.0,5.77,3.31,2.46
2005,Western Conf Finals,SAS,PHO,W,4-1,Manu GinÃ³bili*,2.2,Tim Duncan*,1.6,0.6,Steve Nash*,1.0,7.84,7.08,0.76
2005,Western Conf Finals,PHO,SAS,L,1-4,Steve Nash*,1.0,Amar'e Stoudemire,1.0,0.0,Manu GinÃ³bili*,2.2,7.08,7.84,-0.76
2005,Finals,SAS,DET,W,4-3,Manu GinÃ³bili*,2.2,Tim Duncan*,1.6,0.6,Chauncey Billups*,2.0,7.84,3.31,4.53
2005,Finals,DET,SAS,L,3-4,Chauncey Billups*,2.0,Ben Wallace*,1.2,0.8,Manu GinÃ³bili*,2.2,3.31,7.84,-4.53
2004,Eastern Conf First Round,DET,MIL,W,4-1,Ben Wallace*,1.7,Chauncey Billups*,1.4,0.3,Damon Jones,0.3,5.04,0.42,4.62
2004,Eastern Conf First Round,MIL,DET,L,1-4,Damon Jones,0.3,Joe Smith,0.2,0.1,Ben Wallace*,1.7,0.42,5.04,-4.62
2004,Eastern Conf First Round,IND,BOS,W,4-0,Metta World Peace,0.8,Reggie Miller*,0.7,0.1,Mark Blount,0.1,4.93,-1.99,6.92
2004,Eastern Conf First Round,BOS,IND,L,0-4,Mark Blount,0.1,Walter McCarty,0.1,0.0,Metta World Peace,0.8,-1.99,4.93,-6.92
2004,Eastern Conf First Round,MIA,NOH,W,4-3,Caron Butler,0.6,Eddie Jones,0.5,0.1,Baron Davis,0.5,-0.13,-0.72,0.59
2004,Eastern Conf First Round,NOH,MIA,L,3-4,Baron Davis,0.5,George Lynch,0.2,0.3,Caron Butler,0.6,-0.72,-0.13,-0.59
2004,Eastern Conf First Round,NJN,NYK,W,4-0,Kerry Kittles,0.8,Jason Kidd*,0.6,0.2,Anfernee Hardaway,0.2,1.88,-1.97,3.85
2004,Eastern Conf First Round,NYK,NJN,L,0-4,Anfernee Hardaway,0.2,Vin Baker,0.1,0.1,Kerry Kittles,0.8,-1.97,1.88,-3.85
2004,Western Conf First Round,LAL,HOU,W,4-1,Kobe Bryant*,1.8,Shaquille O'Neal*,1.7,0.1,Steve Francis,0.4,4.35,2.28,2.07
2004,Western Conf First Round,HOU,LAL,L,1-4,Steve Francis,0.4,Jim Jackson,0.2,0.2,Kobe Bryant*,1.8,2.28,4.35,-2.07
2004,Western Conf First Round,MIN,DEN,W,4-1,Kevin Garnett*,1.7,Latrell Sprewell,1.0,0.7,Earl Boykins,0.3,5.86,1.65,4.21
2004,Western Conf First Round,DEN,MIN,L,1-4,Earl Boykins,0.3,Marcus Camby,0.2,0.1,Kevin Garnett*,1.7,1.65,5.86,-4.21
2004,Western Conf First Round,SAC,DAL,W,4-1,Mike Bibby,0.8,Doug Christie,0.5,0.3,Dirk Nowitzki*,0.6,5.41,4.86,0.55
2004,Western Conf First Round,DAL,SAC,L,1-4,Dirk Nowitzki*,0.6,Marquis Daniels,0.1,0.5,Mike Bibby,0.8,4.86,5.41,-0.55
2004,Western Conf First Round,SAS,MEM,W,4-0,Tim Duncan*,0.7,Manu GinÃ³bili*,0.6,0.1,Pau Gasol*,0.4,7.51,2.95,4.56
2004,Western Conf First Round,MEM,SAS,L,0-4,Pau Gasol*,0.4,James Posey,0.2,0.2,Tim Duncan*,0.7,2.95,7.51,-4.56
2004,Eastern Conf Semifinals,DET,NJN,W,4-3,Ben Wallace*,1.7,Chauncey Billups*,1.4,0.3,Kerry Kittles,0.8,5.04,1.88,3.16
2004,Eastern Conf Semifinals,NJN,DET,L,3-4,Kerry Kittles,0.8,Jason Kidd*,0.6,0.2,Ben Wallace*,1.7,1.88,5.04,-3.16
2004,Eastern Conf Semifinals,IND,MIA,W,4-2,Metta World Peace,0.8,Reggie Miller*,0.7,0.1,Caron Butler,0.6,4.93,-0.13,5.06
2004,Eastern Conf Semifinals,MIA,IND,L,2-4,Caron Butler,0.6,Eddie Jones,0.5,0.1,Metta World Peace,0.8,-0.13,4.93,-5.06
2004,Western Conf Semifinals,LAL,SAS,W,4-2,Kobe Bryant*,1.8,Shaquille O'Neal*,1.7,0.1,Tim Duncan*,0.7,4.35,7.51,-3.16
2004,Western Conf Semifinals,SAS,LAL,L,2-4,Tim Duncan*,0.7,Manu GinÃ³bili*,0.6,0.1,Kobe Bryant*,1.8,7.51,4.35,3.16
2004,Western Conf Semifinals,MIN,SAC,W,4-3,Kevin Garnett*,1.7,Latrell Sprewell,1.0,0.7,Mike Bibby,0.8,5.86,5.41,0.45
2004,Western Conf Semifinals,SAC,MIN,L,3-4,Mike Bibby,0.8,Doug Christie,0.5,0.3,Kevin Garnett*,1.7,5.41,5.86,-0.45
2004,Eastern Conf Finals,DET,IND,W,4-2,Ben Wallace*,1.7,Chauncey Billups*,1.4,0.3,Metta World Peace,0.8,5.04,4.93,0.11
2004,Eastern Conf Finals,IND,DET,L,2-4,Metta World Peace,0.8,Reggie Miller*,0.7,0.1,Ben Wallace*,1.7,4.93,5.04,-0.11
2004,Western Conf Finals,LAL,MIN,W,4-2,Kobe Bryant*,1.8,Shaquille O'Neal*,1.7,0.1,Kevin Garnett*,1.7,4.35,5.86,-1.51
2004,Western Conf Finals,MIN,LAL,L,2-4,Kevin Garnett*,1.7,Latrell Sprewell,1.0,0.7,Kobe Bryant*,1.8,5.86,4.35,1.51
2004,Finals,DET,LAL,W,4-1,Ben Wallace*,1.7,Chauncey Billups*,1.4,0.3,Kobe Bryant*,1.8,5.04,4.35,0.69
2004,Finals,LAL,DET,L,1-4,Kobe Bryant*,1.8,Shaquille O'Neal*,1.7,0.1,Ben Wallace*,1.7,4.35,5.04,-0.69
2003,Eastern Conf First Round,BOS,IND,W,4-2,Paul Pierce*,0.9,Tony Delk,0.6,0.3,Jermaine O'Neal,0.3,-0.75,2.79,-3.54
2003,Eastern Conf First Round,IND,BOS,L,2-4,Jermaine O'Neal,0.3,Metta World Peace,0.3,0.0,Paul Pierce*,0.9,2.79,-0.75,3.54
2003,Eastern Conf First Round,DET,ORL,W,4-3,Ben Wallace*,1.4,Chauncey Billups*,0.5,0.9,Tracy McGrady*,1.0,2.97,-0.39,3.36
2003,Eastern Conf First Round,ORL,DET,L,3-4,Tracy McGrady*,1.0,Darrell Armstrong,0.1,0.9,Ben Wallace*,1.4,-0.39,2.97,-3.36
2003,Eastern Conf First Round,NJN,MIL,W,4-2,Jason Kidd*,1.6,Kenyon Martin,1.0,0.6,Toni KukoÄ*,0.5,4.42,-0.24,4.66
2003,Eastern Conf First Round,MIL,NJN,L,2-4,Toni KukoÄ*,0.5,Tim Thomas,0.2,0.3,Jason Kidd*,1.6,-0.24,4.42,-4.66
2003,Eastern Conf First Round,PHI,NOH,W,4-2,Allen Iverson*,1.1,Derrick Coleman,0.7,0.4,Baron Davis,0.4,1.76,1.52,0.24
2003,Eastern Conf First Round,NOH,PHI,L,2-4,Baron Davis,0.4,Jamal Mashburn,0.3,0.1,Allen Iverson*,1.1,1.52,1.76,-0.24
2003,Western Conf First Round,DAL,POR,W,4-3,Dirk Nowitzki*,1.3,Michael Finley,1.2,0.1,Damon Stoudamire,0.5,7.9,2.97,4.93
2003,Western Conf First Round,POR,DAL,L,3-4,Damon Stoudamire,0.5,Rasheed Wallace,0.3,0.2,Dirk Nowitzki*,1.3,2.97,7.9,-4.93
2003,Western Conf First Round,LAL,MIN,W,4-2,Shaquille O'Neal*,1.3,Kobe Bryant*,0.8,0.5,Kevin Garnett*,0.6,2.71,2.46,0.25
2003,Western Conf First Round,MIN,LAL,L,2-4,Kevin Garnett*,0.6,Troy Hudson,0.4,0.2,Shaquille O'Neal*,1.3,2.46,2.71,-0.25
2003,Western Conf First Round,SAC,UTA,W,4-1,Peja StojakoviÄ,0.9,Vlade Divac*,0.5,0.4,Andrei Kirilenko,0.2,6.68,2.76,3.92
2003,Western Conf First Round,UTA,SAC,L,1-4,Andrei Kirilenko,0.2,Mark Jackson,0.1,0.1,Peja StojakoviÄ,0.9,2.76,6.68,-3.92
2003,Western Conf First Round,SAS,PHO,W,4-2,Tim Duncan*,3.1,Manu GinÃ³bili*,1.0,2.1,Shawn Marion,0.5,5.65,1.57,4.08
2003,Western Conf First Round,PHO,SAS,L,2-4,Shawn Marion,0.5,Anfernee Hardaway,0.4,0.1,Tim Duncan*,3.1,1.57,5.65,-4.08
2003,Eastern Conf Semifinals,DET,PHI,W,4-2,Ben Wallace*,1.4,Chauncey Billups*,0.5,0.9,Allen Iverson*,1.1,2.97,1.76,1.21
2003,Eastern Conf Semifinals,PHI,DET,L,2-4,Allen Iverson*,1.1,Derrick Coleman,0.7,0.4,Ben Wallace*,1.4,1.76,2.97,-1.21
2003,Eastern Conf Semifinals,NJN,BOS,W,4-0,Jason Kidd*,1.6,Kenyon Martin,1.0,0.6,Paul Pierce*,0.9,4.42,-0.75,5.17
2003,Eastern Conf Semifinals,BOS,NJN,L,0-4,Paul Pierce*,0.9,Tony Delk,0.6,0.3,Jason Kidd*,1.6,-0.75,4.42,-5.17
2003,Western Conf Semifinals,DAL,SAC,W,4-3,Dirk Nowitzki*,1.3,Michael Finley,1.2,0.1,Peja StojakoviÄ,0.9,7.9,6.68,1.22
2003,Western Conf Semifinals,SAC,DAL,L,3-4,Peja StojakoviÄ,0.9,Vlade Divac*,0.5,0.4,Dirk Nowitzki*,1.3,6.68,7.9,-1.22
2003,Western Conf Semifinals,SAS,LAL,W,4-2,Tim Duncan*,3.1,Manu GinÃ³bili*,1.0,2.1,Shaquille O'Neal*,1.3,5.65,2.71,2.94
2003,Western Conf Semifinals,LAL,SAS,L,2-4,Shaquille O'Neal*,1.3,Kobe Bryant*,0.8,0.5,Tim Duncan*,3.1,2.71,5.65,-2.94
2003,Eastern Conf Finals,NJN,DET,W,4-0,Jason Kidd*,1.6,Kenyon Martin,1.0,0.6,Ben Wallace*,1.4,4.42,2.97,1.45
2003,Eastern Conf Finals,DET,NJN,L,0-4,Ben Wallace*,1.4,Chauncey Billups*,0.5,0.9,Jason Kidd*,1.6,2.97,4.42,-1.45
2003,Western Conf Finals,SAS,DAL,W,4-2,Tim Duncan*,3.1,Manu GinÃ³bili*,1.0,2.1,Dirk Nowitzki*,1.3,5.65,7.9,-2.25
2003,Western Conf Finals,DAL,SAS,L,2-4,Dirk Nowitzki*,1.3,Michael Finley,1.2,0.1,Tim Duncan*,3.1,7.9,5.65,2.25
2003,Finals,SAS,NJN,W,4-2,Tim Duncan*,3.1,Manu GinÃ³bili*,1.0,2.1,Jason Kidd*,1.6,5.65,4.42,1.23
2003,Finals,NJN,SAS,L,2-4,Jason Kidd*,1.6,Kenyon Martin,1.0,0.6,Tim Duncan*,3.1,4.42,5.65,-1.23
2002,Eastern Conf First Round,BOS,PHI,W,3-2,Paul Pierce*,1.2,Rodney Rogers,0.6,0.6,Allen Iverson*,0.4,1.75,1.27,0.48
2002,Eastern Conf First Round,PHI,BOS,L,2-3,Allen Iverson*,0.4,Derrick Coleman,0.2,0.2,Paul Pierce*,1.2,1.27,1.75,-0.48
2002,Eastern Conf First Round,DET,TOR,W,3-2,Ben Wallace*,0.5,Clifford Robinson,0.4,0.1,Dell Curry,0.2,1.69,-0.71,2.4
2002,Eastern Conf First Round,TOR,DET,L,2-3,Dell Curry,0.2,Keon Clark,0.1,0.1,Ben Wallace*,0.5,-0.71,1.69,-2.4
2002,Eastern Conf First Round,NJN,IND,W,3-2,Jason Kidd*,1.6,Kerry Kittles,0.9,0.7,Reggie Miller*,0.4,3.67,-0.07,3.74
2002,Eastern Conf First Round,IND,NJN,L,2-3,Reggie Miller*,0.4,Metta World Peace,0.3,0.1,Jason Kidd*,1.6,-0.07,3.67,-3.74
2002,Western Conf First Round,DAL,MIN,W,3-0,Dirk Nowitzki*,0.8,Michael Finley,0.5,0.3,Kevin Garnett*,0.3,4.41,3.58,0.83
2002,Western Conf First Round,MIN,DAL,L,0-3,Kevin Garnett*,0.3,Chauncey Billups*,0.1,0.2,Dirk Nowitzki*,0.8,3.58,4.41,-0.83
2002,Western Conf First Round,LAL,POR,W,3-0,Shaquille O'Neal*,1.9,Kobe Bryant*,1.3,0.6,Scottie Pippen*,0.3,7.15,3.21,3.94
2002,Western Conf First Round,POR,LAL,L,0-3,Scottie Pippen*,0.3,Derek Anderson,0.2,0.1,Shaquille O'Neal*,1.9,3.21,7.15,-3.94
2002,Western Conf First Round,SAC,UTA,W,3-1,Chris Webber*,1.3,Mike Bibby,1.0,0.3,John Stockton*,0.4,7.61,1.21,6.4
2002,Western Conf First Round,UTA,SAC,L,1-3,John Stockton*,0.4,Donyell Marshall,0.3,0.1,Chris Webber*,1.3,1.21,7.61,-6.4
2002,Western Conf First Round,SAS,SEA,W,3-2,Tim Duncan*,1.3,Malik Rose,0.4,0.9,Gary Payton*,0.2,6.28,3.24,3.04
2002,Western Conf First Round,SEA,SAS,L,2-3,Gary Payton*,0.2,Vin Baker,0.1,0.1,Tim Duncan*,1.3,3.24,6.28,-3.04
2002,Eastern Conf Semifinals,BOS,DET,W,4-1,Paul Pierce*,1.2,Rodney Rogers,0.6,0.6,Ben Wallace*,0.5,1.75,1.69,0.06
2002,Eastern Conf Semifinals,DET,BOS,L,1-4,Ben Wallace*,0.5,Clifford Robinson,0.4,0.1,Paul Pierce*,1.2,1.69,1.75,-0.06
2002,Western Conf Semifinals,LAL,SAS,W,4-1,Shaquille O'Neal*,1.9,Kobe Bryant*,1.3,0.6,Tim Duncan*,1.3,7.15,6.28,0.87
2002,Western Conf Semifinals,SAS,LAL,L,1-4,Tim Duncan*,1.3,Malik Rose,0.4,0.9,Shaquille O'Neal*,1.9,6.28,7.15,-0.87
2002,Western Conf Semifinals,SAC,DAL,W,4-1,Chris Webber*,1.3,Mike Bibby,1.0,0.3,Dirk Nowitzki*,0.8,7.61,4.41,3.2
2002,Western Conf Semifinals,DAL,SAC,L,1-4,Dirk Nowitzki*,0.8,Michael Finley,0.5,0.3,Chris Webber*,1.3,4.41,7.61,-3.2
2002,Eastern Conf Finals,NJN,BOS,W,4-2,Jason Kidd*,1.6,Kerry Kittles,0.9,0.7,Paul Pierce*,1.2,3.67,1.75,1.92
2002,Eastern Conf Finals,BOS,NJN,L,2-4,Paul Pierce*,1.2,Rodney Rogers,0.6,0.6,Jason Kidd*,1.6,1.75,3.67,-1.92
2002,Western Conf Finals,LAL,SAC,W,4-3,Shaquille O'Neal*,1.9,Kobe Bryant*,1.3,0.6,Chris Webber*,1.3,7.15,7.61,-0.46
2002,Western Conf Finals,SAC,LAL,L,3-4,Chris Webber*,1.3,Mike Bibby,1.0,0.3,Shaquille O'Neal*,1.9,7.61,7.15,0.46
2002,Finals,LAL,NJN,W,4-0,Shaquille O'Neal*,1.9,Kobe Bryant*,1.3,0.6,Jason Kidd*,1.6,7.15,3.67,3.48
2002,Finals,NJN,LAL,L,0-4,Jason Kidd*,1.6,Kerry Kittles,0.9,0.7,Shaquille O'Neal*,1.9,3.67,7.15,-3.48
2001,Eastern Conf First Round,MIL,ORL,W,3-1,Ray Allen*,2.0,Ervin Johnson,0.6,1.4,Tracy McGrady*,0.4,3.14,0.39,2.75
2001,Eastern Conf First Round,ORL,MIL,L,1-3,Tracy McGrady*,0.4,John Amaechi,0.1,0.3,Ray Allen*,2.0,0.39,3.14,-2.75
2001,Eastern Conf First Round,PHI,IND,W,3-1,Allen Iverson*,2.1,Dikembe Mutombo*,1.3,0.8,Reggie Miller*,0.5,3.64,-0.77,4.41
2001,Eastern Conf First Round,IND,PHI,L,1-3,Reggie Miller*,0.5,Travis Best,0.1,0.4,Allen Iverson*,2.1,-0.77,3.64,-4.41
2001,Eastern Conf First Round,TOR,NYK,W,3-2,Vince Carter*,1.2,Antonio Davis,0.5,0.7,Allan Houston,0.3,1.69,1.98,-0.29
2001,Eastern Conf First Round,NYK,TOR,L,2-3,Allan Houston,0.3,Mark Jackson,0.2,0.1,Vince Carter*,1.2,1.98,1.69,0.29
2001,Western Conf First Round,DAL,UTA,W,3-2,Dirk Nowitzki*,0.8,Shawn Bradley,0.4,0.4,John Stockton*,0.5,4.61,5.0,-0.39
2001,Western Conf First Round,UTA,DAL,L,2-3,John Stockton*,0.5,Karl Malone*,0.3,0.2,Dirk Nowitzki*,0.8,5.0,4.61,0.39
2001,Western Conf First Round,LAL,POR,W,3-0,Kobe Bryant*,1.5,Shaquille O'Neal*,1.4,0.1,Arvydas Sabonis*,0.1,3.74,4.52,-0.78
2001,Western Conf First Round,POR,LAL,L,0-3,Arvydas Sabonis*,0.1,Steve Smith,0.1,0.0,Kobe Bryant*,1.5,4.52,3.74,0.78
2001,Western Conf First Round,SAC,PHO,W,3-1,Peja StojakoviÄ,0.4,Doug Christie,0.3,0.1,Jason Kidd*,0.2,6.07,2.63,3.44
2001,Western Conf First Round,PHO,SAC,L,1-3,Jason Kidd*,0.2,Mario Elie,0.1,0.1,Peja StojakoviÄ,0.4,2.63,6.07,-3.44
2001,Western Conf First Round,SAS,MIN,W,3-1,Tim Duncan*,1.2,David Robinson*,0.9,0.3,Kevin Garnett*,0.5,7.92,1.81,6.11
2001,Western Conf First Round,MIN,SAS,L,1-3,Kevin Garnett*,0.5,Terrell Brandon,0.2,0.3,Tim Duncan*,1.2,1.81,7.92,-6.11
2001,Eastern Conf Semifinals,PHI,TOR,W,4-3,Allen Iverson*,2.1,Dikembe Mutombo*,1.3,0.8,Vince Carter*,1.2,3.64,1.69,1.95
2001,Eastern Conf Semifinals,TOR,PHI,L,3-4,Vince Carter*,1.2,Antonio Davis,0.5,0.7,Allen Iverson*,2.1,1.69,3.64,-1.95
2001,Western Conf Semifinals,LAL,SAC,W,4-0,Kobe Bryant*,1.5,Shaquille O'Neal*,1.4,0.1,Peja StojakoviÄ,0.4,3.74,6.07,-2.33
2001,Western Conf Semifinals,SAC,LAL,L,0-4,Peja StojakoviÄ,0.4,Doug Christie,0.3,0.1,Kobe Bryant*,1.5,6.07,3.74,2.33
2001,Western Conf Semifinals,SAS,DAL,W,4-1,Tim Duncan*,1.2,David Robinson*,0.9,0.3,Dirk Nowitzki*,0.8,7.92,4.61,3.31
2001,Western Conf Semifinals,DAL,SAS,L,1-4,Dirk Nowitzki*,0.8,Shawn Bradley,0.4,0.4,Tim Duncan*,1.2,4.61,7.92,-3.31
2001,Eastern Conf Finals,PHI,MIL,W,4-3,Allen Iverson*,2.1,Dikembe Mutombo*,1.3,0.8,Ray Allen*,2.0,3.64,3.14,0.5
2001,Eastern Conf Finals,MIL,PHI,L,3-4,Ray Allen*,2.0,Ervin Johnson,0.6,1.4,Allen Iverson*,2.1,3.14,3.64,-0.5
2001,Western Conf Finals,LAL,SAS,W,4-0,Kobe Bryant*,1.5,Shaquille O'Neal*,1.4,0.1,Tim Duncan*,1.2,3.74,7.92,-4.18
2001,Western Conf Finals,SAS,LAL,L,0-4,Tim Duncan*,1.2,David Robinson*,0.9,0.3,Kobe Bryant*,1.5,7.92,3.74,4.18
2001,Finals,LAL,PHI,W,4-1,Kobe Bryant*,1.5,Shaquille O'Neal*,1.4,0.1,Allen Iverson*,2.1,3.74,3.64,0.1
2001,Finals,PHI,LAL,L,1-4,Allen Iverson*,2.1,Dikembe Mutombo*,1.3,0.8,Kobe Bryant*,1.5,3.64,3.74,-0.1
2000,Eastern Conf First Round,IND,MIL,W,3-2,Reggie Miller*,1.7,Mark Jackson,0.7,1.0,Ray Allen*,0.4,4.15,-0.06,4.21
