Season,Round,Team,Opp,Result,Series,Best_Player,Best_VORP,Second_Player,Second_VORP,Carry_Delta,Opp_Best_Player,Opp_Best_VORP,Team_SRS,Opp_SRS,SRS_Delta
1989,Eastern Conf Finals,DET,CHI,W,4-2,Isiah Thomas*,1.0,Joe Dumars*,0.6,0.4,Michael Jordan*,2.5,6.24,2.13,4.11
1989,Eastern Conf Finals,CHI,DET,L,2-4,Michael Jordan*,2.5,Scottie Pippen*,0.8,1.7,Isiah Thomas*,1.0,2.13,6.24,-4.11
1989,Western Conf Finals,LAL,PHO,W,4-0,Magic Johnson*,1.3,James Worthy*,1.1,0.2,Kevin Johnson,0.9,6.38,6.84,-0.46
1989,Western Conf Finals,PHO,LAL,L,0-4,Kevin Johnson,0.9,Tom Chambers,0.6,0.3,Magic Johnson*,1.3,6.84,6.38,0.46
1989,Finals,DET,LAL,W,4-0,Isiah Thomas*,1.0,Joe Dumars*,0.6,0.4,Magic Johnson*,1.3,6.24,6.38,-0.14
1989,Finals,LAL,DET,L,0-4,Magic Johnson*,1.3,James Worthy*,1.1,0.2,Isiah Thomas*,1.0,6.38,6.24,0.14
1988,Eastern Conf First Round,ATL,MIL,W,3-2,Doc Rivers,0.9,Dominique Wilkins*,0.6,0.3,Terry Cummings,0.3,4.02,1.21,2.81
1988,Eastern Conf First Round,MIL,ATL,L,2-3,Terry Cummings,0.3,Sidney Moncrief*,0.2,0.1,Doc Rivers,0.9,1.21,4.02,-2.81
1988,Eastern Conf First Round,BOS,NYK,W,3-1,Larry Bird*,1.7,Kevin McHale*,1.5,0.2,Patrick Ewing*,0.2,6.15,0.14,6.01
1988,Eastern Conf First Round,NYK,BOS,L,1-3,Patrick Ewing*,0.2,Mark Jackson,0.1,0.1,Larry Bird*,1.7,0.14,6.15,-6.01
1988,Eastern Conf First Round,CHI,CLE,W,3-2,Michael Jordan*,1.5,Horace Grant,0.4,1.1,Mark Price,0.4,3.76,1.28,2.48
1988,Eastern Conf First Round,CLE,CHI,L,2-3,Mark Price,0.4,Ron Harper,0.2,0.2,Michael Jordan*,1.5,1.28,3.76,-2.48
1988,Western Conf First Round,DAL,HOU,W,3-1,Mark Aguirre,0.8,Roy Tarpley,0.7,0.1,Hakeem Olajuwon*,0.7,3.59,0.82,2.77
1988,Western Conf First Round,HOU,DAL,L,1-3,Hakeem Olajuwon*,0.7,Sleepy Floyd,0.2,0.5,Mark Aguirre,0.8,0.82,3.59,-2.77
1988,Western Conf First Round,DEN,SEA,W,3-2,Fat Lever,0.6,Danny Schayes,0.4,0.2,Xavier McDaniel,0.3,3.32,1.29,2.03
1988,Western Conf First Round,SEA,DEN,L,2-3,Xavier McDaniel,0.3,Tom Chambers,0.2,0.1,Fat Lever,0.6,1.29,3.32,-2.03
1988,Western Conf First Round,LAL,SAS,W,3-0,Magic Johnson*,2.2,James Worthy*,1.4,0.8,Alvin Robertson,0.3,4.81,-5.02,9.83
1988,Western Conf First Round,SAS,LAL,L,0-3,Alvin Robertson,0.3,Walter Berry,0.1,0.2,Magic Johnson*,2.2,-5.02,4.81,-9.83
1988,Western Conf First Round,UTA,POR,W,3-1,John Stockton*,1.3,Thurl Bailey,0.4,0.9,Jerome Kersey,0.3,2.96,3.59,-0.63
1988,Western Conf First Round,POR,UTA,L,1-3,Jerome Kersey,0.3,Clyde Drexler*,0.2,0.1,John Stockton*,1.3,3.59,2.96,0.63
1988,Eastern Conf Semifinals,BOS,ATL,W,4-3,Larry Bird*,1.7,Kevin McHale*,1.5,0.2,Doc Rivers,0.9,6.15,4.02,2.13
1988,Eastern Conf Semifinals,ATL,BOS,L,3-4,Doc Rivers,0.9,Dominique Wilkins*,0.6,0.3,Larry Bird*,1.7,4.02,6.15,-2.13
1988,Eastern Conf Semifinals,DET,CHI,W,4-1,Isiah Thomas*,2.2,Adrian Dantley*,1.1,1.1,Michael Jordan*,1.5,5.46,3.76,1.7
1988,Eastern Conf Semifinals,CHI,DET,L,1-4,Michael Jordan*,1.5,Horace Grant,0.4,1.1,Isiah Thomas*,2.2,3.76,5.46,-1.7
1988,Western Conf Semifinals,DAL,DEN,W,4-2,Mark Aguirre,0.8,Roy Tarpley,0.7,0.1,Fat Lever,0.6,3.59,3.32,0.27
1988,Western Conf Semifinals,DEN,DAL,L,2-4,Fat Lever,0.6,Danny Schayes,0.4,0.2,Mark Aguirre,0.8,3.32,3.59,-0.27
1988,Western Conf Semifinals,LAL,UTA,W,4-3,Magic Johnson*,2.2,James Worthy*,1.4,0.8,John Stockton*,1.3,4.81,2.96,1.85
1988,Western Conf Semifinals,UTA,LAL,L,3-4,John Stockton*,1.3,Thurl Bailey,0.4,0.9,Magic Johnson*,2.2,2.96,4.81,-1.85
1988,Eastern Conf Finals,DET,BOS,W,4-2,Isiah Thomas*,2.2,Adrian Dantley*,1.1,1.1,Larry Bird*,1.7,5.46,6.15,-0.69
1988,Eastern Conf Finals,BOS,DET,L,2-4,Larry Bird*,1.7,Kevin McHale*,1.5,0.2,Isiah Thomas*,2.2,6.15,5.46,0.69
1988,Western Conf Finals,LAL,DAL,W,4-3,Magic Johnson*,2.2,James Worthy*,1.4,0.8,Mark Aguirre,0.8,4.81,3.59,1.22
1988,Western Conf Finals,DAL,LAL,L,3-4,Mark Aguirre,0.8,Roy Tarpley,0.7,0.1,Magic Johnson*,2.2,3.59,4.81,-1.22
1988,Finals,LAL,DET,W,4-3,Magic Johnson*,2.2,James Worthy*,1.4,0.8,Isiah Thomas*,2.2,4.81,5.46,-0.65
1988,Finals,DET,LAL,L,3-4,Isiah Thomas*,2.2,Adrian Dantley*,1.1,1.1,Magic Johnson*,2.2,5.46,4.81,0.65
1987,Eastern Conf First Round,ATL,IND,W,3-1,Dominique Wilkins*,0.5,Antoine Carr,0.4,0.1,Chuck Person,0.4,7.18,-0.17,7.35
1987,Eastern Conf First Round,IND,ATL,L,1-3,Chuck Person,0.4,Vern Fleming,0.1,0.3,Dominique Wilkins*,0.5,-0.17,7.18,-7.35
1987,Eastern Conf First Round,BOS,CHI,W,3-0,Larry Bird*,2.1,Dennis Johnson*,1.0,1.1,Michael Jordan*,0.5,6.57,1.26,5.31
1987,Eastern Conf First Round,CHI,BOS,L,0-3,Michael Jordan*,0.5,Elston Turner,0.1,0.4,Larry Bird*,2.1,1.26,6.57,-5.31
1987,Eastern Conf First Round,MIL,PHI,W,3-2,Paul Pressey,0.7,Terry Cummings,0.5,0.2,Maurice Cheeks*,0.3,4.04,0.11,3.93
1987,Eastern Conf First Round,PHI,MIL,L,2-3,Maurice Cheeks*,0.3,Charles Barkley*,0.2,0.1,Paul Pressey,0.7,0.11,4.04,-3.93
1987,Western Conf First Round,GSW,UTA,W,3-2,Sleepy Floyd,0.7,Greg Ballard,0.2,0.5,John Stockton*,0.3,-2.54,0.04,-2.58
1987,Western Conf First Round,UTA,GSW,L,2-3,John Stockton*,0.3,Mark Eaton,0.2,0.1,Sleepy Floyd,0.7,0.04,-2.54,2.58
1987,Western Conf First Round,HOU,POR,W,3-1,Hakeem Olajuwon*,1.1,Rodney McCray,0.6,0.5,Clyde Drexler*,0.3,0.6,2.57,-1.97
1987,Western Conf First Round,POR,HOU,L,1-3,Clyde Drexler*,0.3,Terry Porter,0.3,0.0,Hakeem Olajuwon*,1.1,2.57,0.6,1.97
1987,Western Conf First Round,LAL,DEN,W,3-0,Magic Johnson*,1.9,James Worthy*,1.2,0.7,Fat Lever,0.1,8.32,-1.14,9.46
1987,Western Conf First Round,DEN,LAL,L,0-3,Fat Lever,0.1,Mark Alarie,0.0,0.1,Magic Johnson*,1.9,-1.14,8.32,-9.46
1987,Western Conf First Round,SEA,DAL,W,3-1,Tom Chambers,0.4,Dale Ellis,0.4,0.0,Derek Harper,0.3,0.08,5.54,-5.46
1987,Western Conf First Round,DAL,SEA,L,1-3,Derek Harper,0.3,Mark Aguirre,0.1,0.2,Tom Chambers,0.4,5.54,0.08,5.46
1987,Eastern Conf Semifinals,BOS,MIL,W,4-3,Larry Bird*,2.1,Dennis Johnson*,1.0,1.1,Paul Pressey,0.7,6.57,4.04,2.53
1987,Eastern Conf Semifinals,MIL,BOS,L,3-4,Paul Pressey,0.7,Terry Cummings,0.5,0.2,Larry Bird*,2.1,4.04,6.57,-2.53
1987,Eastern Conf Semifinals,DET,ATL,W,4-1,Isiah Thomas*,1.4,Adrian Dantley*,0.6,0.8,Dominique Wilkins*,0.5,3.51,7.18,-3.67
1987,Eastern Conf Semifinals,ATL,DET,L,1-4,Dominique Wilkins*,0.5,Antoine Carr,0.4,0.1,Isiah Thomas*,1.4,7.18,3.51,3.67
1987,Western Conf Semifinals,LAL,GSW,W,4-1,Magic Johnson*,1.9,James Worthy*,1.2,0.7,Sleepy Floyd,0.7,8.32,-2.54,10.86
1987,Western Conf Semifinals,GSW,LAL,L,1-4,Sleepy Floyd,0.7,Greg Ballard,0.2,0.5,Magic Johnson*,1.9,-2.54,8.32,-10.86
1987,Western Conf Semifinals,SEA,HOU,W,4-2,Tom Chambers,0.4,Dale Ellis,0.4,0.0,Hakeem Olajuwon*,1.1,0.08,0.6,-0.52
1987,Western Conf Semifinals,HOU,SEA,L,2-4,Hakeem Olajuwon*,1.1,Rodney McCray,0.6,0.5,Tom Chambers,0.4,0.6,0.08,0.52
1987,Eastern Conf Finals,BOS,DET,W,4-3,Larry Bird*,2.1,Dennis Johnson*,1.0,1.1,Isiah Thomas*,1.4,6.57,3.51,3.06
1987,Eastern Conf Finals,DET,BOS,L,3-4,Isiah Thomas*,1.4,Adrian Dantley*,0.6,0.8,Larry Bird*,2.1,3.51,6.57,-3.06
1987,Western Conf Finals,LAL,SEA,W,4-0,Magic Johnson*,1.9,James Worthy*,1.2,0.7,Tom Chambers,0.4,8.32,0.08,8.24
1987,Western Conf Finals,SEA,LAL,L,0-4,Tom Chambers,0.4,Dale Ellis,0.4,0.0,Magic Johnson*,1.9,0.08,8.32,-8.24
1987,Finals,LAL,BOS,W,4-2,Magic Johnson*,1.9,James Worthy*,1.2,0.7,Larry Bird*,2.1,8.32,6.57,1.75
1987,Finals,BOS,LAL,L,2-4,Larry Bird*,2.1,Dennis Johnson*,1.0,1.1,Magic Johnson*,1.9,6.57,8.32,-1.75
1986,Eastern Conf First Round,ATL,DET,W,3-1,Spud Webb,0.5,Doc Rivers,0.4,0.1,Isiah Thomas*,0.4,2.59,1.44,1.15
1986,Eastern Conf First Round,DET,ATL,L,1-3,Isiah Thomas*,0.4,Joe Dumars*,0.2,0.2,Spud Webb,0.5,1.44,2.59,-1.15
1986,Eastern Conf First Round,BOS,CHI,W,3-0,Larry Bird*,2.3,Kevin McHale*,1.3,1.0,Michael Jordan*,0.4,9.06,-3.12,12.18
1986,Eastern Conf First Round,CHI,BOS,L,0-3,Michael Jordan*,0.4,Dave Corzine,0.1,0.3,Larry Bird*,2.3,-3.12,9.06,-12.18
1986,Eastern Conf First Round,MIL,NJN,W,3-0,Terry Cummings,0.7,Paul Pressey,0.7,0.0,Buck Williams,0.2,8.69,-1.39,10.08
1986,Eastern Conf First Round,NJN,MIL,L,0-3,Buck Williams,0.2,Otis Birdsong,0.1,0.1,Terry Cummings,0.7,-1.39,8.69,-10.08
1986,Western Conf First Round,DAL,UTA,W,3-1,James Donaldson,0.5,Derek Harper,0.5,0.0,Rickey Green,0.2,0.7,-0.67,1.37
1986,Western Conf First Round,UTA,DAL,L,1-3,Rickey Green,0.2,Bob Hansen,0.2,0.0,James Donaldson,0.5,-0.67,0.7,-1.37
1986,Western Conf First Round,DEN,POR,W,3-1,Alex English*,0.3,Fat Lever,0.2,0.1,Kiki Vandeweghe,0.2,0.89,0.61,0.28
1986,Western Conf First Round,POR,DEN,L,1-3,Kiki Vandeweghe,0.2,Kenny Carr,0.1,0.1,Alex English*,0.3,0.61,0.89,-0.28
1986,Western Conf First Round,HOU,SAC,W,3-0,Hakeem Olajuwon*,1.5,Ralph Sampson*,1.0,0.5,Larry Drew,0.2,2.1,-3.19,5.29
1986,Western Conf First Round,SAC,HOU,L,0-3,Larry Drew,0.2,Mike Bratz,0.0,0.2,Hakeem Olajuwon*,1.5,-3.19,2.1,-5.29
1986,Western Conf First Round,LAL,SAS,W,3-0,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,0.8,0.7,Wes Matthews,0.2,6.84,-2.06,8.9
1986,Western Conf First Round,SAS,LAL,L,0-3,Wes Matthews,0.2,Mike Brittain,0.0,0.2,Magic Johnson*,1.5,-2.06,6.84,-8.9
1986,Eastern Conf Semifinals,BOS,ATL,W,4-1,Larry Bird*,2.3,Kevin McHale*,1.3,1.0,Spud Webb,0.5,9.06,2.59,6.47
1986,Eastern Conf Semifinals,ATL,BOS,L,1-4,Spud Webb,0.5,Doc Rivers,0.4,0.1,Larry Bird*,2.3,2.59,9.06,-6.47
1986,Eastern Conf Semifinals,MIL,PHI,W,4-3,Terry Cummings,0.7,Paul Pressey,0.7,0.0,Charles Barkley*,1.2,8.69,2.46,6.23
1986,Eastern Conf Semifinals,PHI,MIL,L,3-4,Charles Barkley*,1.2,Maurice Cheeks*,0.5,0.7,Terry Cummings,0.7,2.46,8.69,-6.23
1986,Western Conf Semifinals,HOU,DEN,W,4-2,Hakeem Olajuwon*,1.5,Ralph Sampson*,1.0,0.5,Alex English*,0.3,2.1,0.89,1.21
1986,Western Conf Semifinals,DEN,HOU,L,2-4,Alex English*,0.3,Fat Lever,0.2,0.1,Hakeem Olajuwon*,1.5,0.89,2.1,-1.21
1986,Western Conf Semifinals,LAL,DAL,W,4-2,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,0.8,0.7,James Donaldson,0.5,6.84,0.7,6.14
1986,Western Conf Semifinals,DAL,LAL,L,2-4,James Donaldson,0.5,Derek Harper,0.5,0.0,Magic Johnson*,1.5,0.7,6.84,-6.14
1986,Eastern Conf Finals,BOS,MIL,W,4-0,Larry Bird*,2.3,Kevin McHale*,1.3,1.0,Terry Cummings,0.7,9.06,8.69,0.37
1986,Eastern Conf Finals,MIL,BOS,L,0-4,Terry Cummings,0.7,Paul Pressey,0.7,0.0,Larry Bird*,2.3,8.69,9.06,-0.37
1986,Western Conf Finals,HOU,LAL,W,4-1,Hakeem Olajuwon*,1.5,Ralph Sampson*,1.0,0.5,Magic Johnson*,1.5,2.1,6.84,-4.74
1986,Western Conf Finals,LAL,HOU,L,1-4,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,0.8,0.7,Hakeem Olajuwon*,1.5,6.84,2.1,4.74
1986,Finals,BOS,HOU,W,4-2,Larry Bird*,2.3,Kevin McHale*,1.3,1.0,Hakeem Olajuwon*,1.5,9.06,2.1,6.96
1986,Finals,HOU,BOS,L,2-4,Hakeem Olajuwon*,1.5,Ralph Sampson*,1.0,0.5,Larry Bird*,2.3,2.1,9.06,-6.96
1985,Eastern Conf First Round,BOS,CLE,W,3-1,Larry Bird*,1.7,Kevin McHale*,1.0,0.7,Johnny Davis,0.2,6.47,-2.27,8.74
1985,Eastern Conf First Round,CLE,BOS,L,1-3,Johnny Davis,0.2,World B. Free,0.2,0.0,Larry Bird*,1.7,-2.27,6.47,-8.74
1985,Eastern Conf First Round,DET,NJN,W,3-0,Isiah Thomas*,0.8,Vinnie Johnson,0.2,0.6,Buck Williams,0.2,2.73,0.64,2.09
1985,Eastern Conf First Round,NJN,DET,L,0-3,Buck Williams,0.2,Mike Gminski,0.1,0.1,Isiah Thomas*,0.8,0.64,2.73,-2.09
1985,Eastern Conf First Round,MIL,CHI,W,3-1,Terry Cummings,0.6,Sidney Moncrief*,0.6,0.0,Michael Jordan*,0.5,6.69,-0.5,7.19
1985,Eastern Conf First Round,CHI,MIL,L,1-3,Michael Jordan*,0.5,Dave Corzine,0.1,0.4,Terry Cummings,0.6,-0.5,6.69,-7.19
1985,Western Conf First Round,DEN,SAS,W,3-2,Alex English*,1.0,Calvin Natt,0.6,0.4,Johnny Moore,0.2,2.05,0.63,1.42
1985,Western Conf First Round,SAS,DEN,L,2-3,Johnny Moore,0.2,Jeff Cook,0.1,0.1,Alex English*,1.0,0.63,2.05,-1.42
1985,Western Conf First Round,LAL,PHO,W,3-0,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,1.2,0.3,Alvan Adams,0.1,6.48,-2.34,8.82
1985,Western Conf First Round,PHO,LAL,L,0-3,Alvan Adams,0.1,Mike Sanders,0.1,0.0,Magic Johnson*,1.5,-2.34,6.48,-8.82
1985,Western Conf First Round,POR,DAL,W,3-1,Clyde Drexler*,0.6,Kiki Vandeweghe,0.3,0.3,Rolando Blackman,0.2,2.8,1.8,1.0
1985,Western Conf First Round,DAL,POR,L,1-3,Rolando Blackman,0.2,Sam Perkins,0.2,0.0,Clyde Drexler*,0.6,1.8,2.8,-1.0
1985,Western Conf First Round,UTA,HOU,W,3-2,Rickey Green,0.5,Adrian Dantley*,0.3,0.2,Lewis Lloyd,0.4,-0.33,1.38,-1.71
1985,Western Conf First Round,HOU,UTA,L,2-3,Lewis Lloyd,0.4,Hakeem Olajuwon*,0.3,0.1,Rickey Green,0.5,1.38,-0.33,1.71
1985,Eastern Conf Semifinals,BOS,DET,W,4-2,Larry Bird*,1.7,Kevin McHale*,1.0,0.7,Isiah Thomas*,0.8,6.47,2.73,3.74
1985,Eastern Conf Semifinals,DET,BOS,L,2-4,Isiah Thomas*,0.8,Vinnie Johnson,0.2,0.6,Larry Bird*,1.7,2.73,6.47,-3.74
1985,Eastern Conf Semifinals,PHI,MIL,W,4-0,Charles Barkley*,0.7,Maurice Cheeks*,0.6,0.1,Terry Cummings,0.6,4.17,6.69,-2.52
1985,Eastern Conf Semifinals,MIL,PHI,L,0-4,Terry Cummings,0.6,Sidney Moncrief*,0.6,0.0,Charles Barkley*,0.7,6.69,4.17,2.52
1985,Western Conf Semifinals,DEN,UTA,W,4-1,Alex English*,1.0,Calvin Natt,0.6,0.4,Rickey Green,0.5,2.05,-0.33,2.38
1985,Western Conf Semifinals,UTA,DEN,L,1-4,Rickey Green,0.5,Adrian Dantley*,0.3,0.2,Alex English*,1.0,-0.33,2.05,-2.38
1985,Western Conf Semifinals,LAL,POR,W,4-1,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,1.2,0.3,Clyde Drexler*,0.6,6.48,2.8,3.68
1985,Western Conf Semifinals,POR,LAL,L,1-4,Clyde Drexler*,0.6,Kiki Vandeweghe,0.3,0.3,Magic Johnson*,1.5,2.8,6.48,-3.68
1985,Eastern Conf Finals,BOS,PHI,W,4-1,Larry Bird*,1.7,Kevin McHale*,1.0,0.7,Charles Barkley*,0.7,6.47,4.17,2.3
1985,Eastern Conf Finals,PHI,BOS,L,1-4,Charles Barkley*,0.7,Maurice Cheeks*,0.6,0.1,Larry Bird*,1.7,4.17,6.47,-2.3
1985,Western Conf Finals,LAL,DEN,W,4-1,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,1.2,0.3,Alex English*,1.0,6.48,2.05,4.43
1985,Western Conf Finals,DEN,LAL,L,1-4,Alex English*,1.0,Calvin Natt,0.6,0.4,Magic Johnson*,1.5,2.05,6.48,-4.43
1985,Finals,LAL,BOS,W,4-2,Magic Johnson*,1.5,Kareem Abdul-Jabbar*,1.2,0.3,Larry Bird*,1.7,6.48,6.47,0.01
1985,Finals,BOS,LAL,L,2-4,Larry Bird*,1.7,Kevin McHale*,1.0,0.7,Magic Johnson*,1.5,6.47,6.48,-0.01
1984,Eastern Conf First Round,MIL,ATL,W,3-2,Sidney Moncrief*,1.0,Bob Lanier*,0.5,0.5,Doc Rivers,0.4,4.04,-1.08,5.12
1984,Eastern Conf First Round,ATL,MIL,L,2-3,Doc Rivers,0.4,Dominique Wilkins*,0.2,0.2,Sidney Moncrief*,1.0,-1.08,4.04,-5.12
1984,Eastern Conf First Round,NJN,PHI,W,3-2,Michael Ray Richardson,0.8,Mike Gminski,0.5,0.3,Maurice Cheeks*,0.2,1.27,2.39,-1.12
1984,Eastern Conf First Round,PHI,NJN,L,2-3,Maurice Cheeks*,0.2,Julius Erving*,0.2,0.0,Michael Ray Richardson,0.8,2.39,1.27,1.12
1984,Eastern Conf First Round,NYK,DET,W,3-2,Bernard King*,1.3,Bill Cartwright,0.3,1.0,Isiah Thomas*,0.4,3.79,3.52,0.27
1984,Eastern Conf First Round,DET,NYK,L,2-3,Isiah Thomas*,0.4,Bill Laimbeer,0.2,0.2,Bernard King*,1.3,3.52,3.79,-0.27
1984,Western Conf First Round,DAL,SEA,W,3-2,Rolando Blackman,0.6,Mark Aguirre,0.3,0.3,Gus Williams,0.5,0.15,-0.34,0.49
1984,Western Conf First Round,SEA,DAL,L,2-3,Gus Williams,0.5,Fred Brown,0.1,0.4,Rolando Blackman,0.6,-0.34,0.15,-0.49
1984,Western Conf First Round,LAL,KCK,W,3-0,Magic Johnson*,2.0,Kareem Abdul-Jabbar*,1.6,0.4,Don Buse,0.1,3.32,-1.62,4.94
1984,Western Conf First Round,KCK,LAL,L,0-3,Don Buse,0.1,Eddie Johnson,0.1,0.0,Magic Johnson*,2.0,-1.62,3.32,-4.94
1984,Western Conf First Round,PHO,POR,W,3-2,Walter Davis*,1.1,Larry Nance,0.9,0.2,Darnell Valentine,0.3,0.65,3.13,-2.48
1984,Western Conf First Round,POR,PHO,L,2-3,Darnell Valentine,0.3,Jim Paxson,0.2,0.1,Walter Davis*,1.1,3.13,0.65,2.48
1984,Western Conf First Round,UTA,DEN,W,3-2,Adrian Dantley*,0.7,Rickey Green,0.3,0.4,Alex English*,0.4,0.81,-1.27,2.08
1984,Western Conf First Round,DEN,UTA,L,2-3,Alex English*,0.4,Kiki Vandeweghe,0.3,0.1,Adrian Dantley*,0.7,-1.27,0.81,-2.08
1984,Eastern Conf Semifinals,BOS,NYK,W,4-3,Larry Bird*,3.0,Gerald Henderson,0.6,2.4,Bernard King*,1.3,6.42,3.79,2.63
1984,Eastern Conf Semifinals,NYK,BOS,L,3-4,Bernard King*,1.3,Bill Cartwright,0.3,1.0,Larry Bird*,3.0,3.79,6.42,-2.63
1984,Eastern Conf Semifinals,MIL,NJN,W,4-2,Sidney Moncrief*,1.0,Bob Lanier*,0.5,0.5,Michael Ray Richardson,0.8,4.04,1.27,2.77
1984,Eastern Conf Semifinals,NJN,MIL,L,2-4,Michael Ray Richardson,0.8,Mike Gminski,0.5,0.3,Sidney Moncrief*,1.0,1.27,4.04,-2.77
1984,Western Conf Semifinals,LAL,DAL,W,4-1,Magic Johnson*,2.0,Kareem Abdul-Jabbar*,1.6,0.4,Rolando Blackman,0.6,3.32,0.15,3.17
1984,Western Conf Semifinals,DAL,LAL,L,1-4,Rolando Blackman,0.6,Mark Aguirre,0.3,0.3,Magic Johnson*,2.0,0.15,3.32,-3.17
1984,Western Conf Semifinals,PHO,UTA,W,4-2,Walter Davis*,1.1,Larry Nance,0.9,0.2,Adrian Dantley*,0.7,0.65,0.81,-0.16
1984,Western Conf Semifinals,UTA,PHO,L,2-4,Adrian Dantley*,0.7,Rickey Green,0.3,0.4,Walter Davis*,1.1,0.81,0.65,0.16
1984,Eastern Conf Finals,BOS,MIL,W,4-1,Larry Bird*,3.0,Gerald Henderson,0.6,2.4,Sidney Moncrief*,1.0,6.42,4.04,2.38
1984,Eastern Conf Finals,MIL,BOS,L,1-4,Sidney Moncrief*,1.0,Bob Lanier*,0.5,0.5,Larry Bird*,3.0,4.04,6.42,-2.38
1984,Western Conf Finals,LAL,PHO,W,4-2,Magic Johnson*,2.0,Kareem Abdul-Jabbar*,1.6,0.4,Walter Davis*,1.1,3.32,0.65,2.67
1984,Western Conf Finals,PHO,LAL,L,2-4,Walter Davis*,1.1,Larry Nance,0.9,0.2,Magic Johnson*,2.0,0.65,3.32,-2.67
1984,Finals,BOS,LAL,W,4-3,Larry Bird*,3.0,Gerald Henderson,0.6,2.4,Magic Johnson*,2.0,6.42,3.32,3.1
1984,Finals,LAL,BOS,L,3-4,Magic Johnson*,2.0,Kareem Abdul-Jabbar*,1.6,0.4,Larry Bird*,3.0,3.32,6.42,-3.1
1983,Eastern Conf First Round,BOS,ATL,W,2-1,Larry Bird*,0.6,Cedric Maxwell,0.3,0.3,Dan Roundfield,0.2,5.34,-0.72,6.06
1983,Eastern Conf First Round,ATL,BOS,L,1-2,Dan Roundfield,0.2,Johnny Davis,0.1,0.1,Larry Bird*,0.6,-0.72,5.34,-6.06
1983,Eastern Conf First Round,NYK,NJN,W,2-0,Bernard King*,0.4,Truck Robinson,0.3,0.1,Darryl Dawkins,0.1,2.58,2.77,-0.19
1983,Eastern Conf First Round,NJN,NYK,L,0-2,Darryl Dawkins,0.1,Mike Gminski,0.1,0.0,Bernard King*,0.4,2.77,2.58,0.19
1983,Western Conf First Round,DEN,PHO,W,2-1,Dan Issel*,0.4,Kiki Vandeweghe,0.4,0.0,Walter Davis*,0.2,0.27,4.61,-4.34
1983,Western Conf First Round,PHO,DEN,L,1-2,Walter Davis*,0.2,Alvan Adams,0.1,0.1,Dan Issel*,0.4,4.61,0.27,4.34
1983,Western Conf First Round,POR,SEA,W,2-0,Jim Paxson,0.4,Calvin Natt,0.3,0.1,Gus Williams,0.2,1.88,2.88,-1.0
1983,Western Conf First Round,SEA,POR,L,0-2,Gus Williams,0.2,James Donaldson,0.1,0.1,Jim Paxson,0.4,2.88,1.88,1.0
1983,Eastern Conf Semifinals,MIL,BOS,W,4-0,Marques Johnson,0.6,Bob Lanier*,0.5,0.1,Larry Bird*,0.6,4.32,5.34,-1.02
1983,Eastern Conf Semifinals,BOS,MIL,L,0-4,Larry Bird*,0.6,Cedric Maxwell,0.3,0.3,Marques Johnson,0.6,5.34,4.32,1.02
1983,Eastern Conf Semifinals,PHI,NYK,W,4-0,Moses Malone*,1.1,Maurice Cheeks*,0.7,0.4,Bernard King*,0.4,7.53,2.58,4.95
1983,Eastern Conf Semifinals,NYK,PHI,L,0-4,Bernard King*,0.4,Truck Robinson,0.3,0.1,Moses Malone*,1.1,2.58,7.53,-4.95
1983,Western Conf Semifinals,LAL,POR,W,4-1,Magic Johnson*,1.4,Kareem Abdul-Jabbar*,1.1,0.3,Jim Paxson,0.4,5.06,1.88,3.18
1983,Western Conf Semifinals,POR,LAL,L,1-4,Jim Paxson,0.4,Calvin Natt,0.3,0.1,Magic Johnson*,1.4,1.88,5.06,-3.18
1983,Western Conf Semifinals,SAS,DEN,W,4-1,Johnny Moore,1.2,Artis Gilmore*,0.4,0.8,Dan Issel*,0.4,3.1,0.27,2.83
1983,Western Conf Semifinals,DEN,SAS,L,1-4,Dan Issel*,0.4,Kiki Vandeweghe,0.4,0.0,Johnny Moore,1.2,0.27,3.1,-2.83
1983,Eastern Conf Finals,PHI,MIL,W,4-1,Moses Malone*,1.1,Maurice Cheeks*,0.7,0.4,Marques Johnson,0.6,7.53,4.32,3.21
1983,Eastern Conf Finals,MIL,PHI,L,1-4,Marques Johnson,0.6,Bob Lanier*,0.5,0.1,Moses Malone*,1.1,4.32,7.53,-3.21
1983,Western Conf Finals,LAL,SAS,W,4-2,Magic Johnson*,1.4,Kareem Abdul-Jabbar*,1.1,0.3,Johnny Moore,1.2,5.06,3.1,1.96
1983,Western Conf Finals,SAS,LAL,L,2-4,Johnny Moore,1.2,Artis Gilmore*,0.4,0.8,Magic Johnson*,1.4,3.1,5.06,-1.96
1983,Finals,PHI,LAL,W,4-0,Moses Malone*,1.1,Maurice Cheeks*,0.7,0.4,Magic Johnson*,1.4,7.53,5.06,2.47
1983,Finals,LAL,PHI,L,0-4,Magic Johnson*,1.4,Kareem Abdul-Jabbar*,1.1,0.3,Moses Malone*,1.1,5.06,7.53,-2.47
1982,Eastern Conf First Round,PHI,ATL,W,2-0,Julius Erving*,2.0,Maurice Cheeks*,1.1,0.9,Mike Glenn,0.1,5.74,0.81,4.93
